compound	component	position	totalComponents
EmergencyResponsePlans	Response	1	3
EmergencyResponsePlans	Plans	2	3
HazardousWasteSiteInvestigations	Hazardous	0	4
HazardousWasteSiteInvestigations	Waste	1	4
HazardousWasteSiteInvestigations	Site	2	4
HazardousWasteSiteInvestigations	Investigations	3	4
MedicalMonitoringPrograms	Medical	0	3
MedicalMonitoringPrograms	Monitoring	1	3
MedicalMonitoringPrograms	Programs	2	3
SampleCollection	Sample	0	2
SampleCollection	Collection	1	2
MixedWasteSamples	Mixed	0	3
MixedWasteSamples	Waste	1	3
MixedWasteSamples	Samples	2	3
LaboratoryAnalysesInspections	Laboratory	0	3
LaboratoryAnalysesInspections	Analyses	1	3
LaboratoryAnalysesInspections	Inspections	2	3
DetectDiseaseAssessPurityCleanliness	Detect	0	5
DetectDiseaseAssessPurityCleanliness	Disease	1	5
DetectDiseaseAssessPurityCleanliness	Assess	2	5
DetectDiseaseAssessPurityCleanliness	Purity	3	5
DetectDiseaseAssessPurityCleanliness	Cleanliness	4	5
AssessPurityCleanliness	Assess	0	3
AssessPurityCleanliness	Purity	1	3
AssessPurityCleanliness	Cleanliness	2	3
PhysicalInspections	Physical	0	2
PhysicalInspections	Inspections	1	2
SituationsDeterminationsWhenWorkerHasRefused	Situations	0	6
SituationsDeterminationsWhenWorkerHasRefused	Determinations	1	6
SituationsDeterminationsWhenWorkerHasRefused	When	2	6
SituationsDeterminationsWhenWorkerHasRefused	Worker	3	6
SituationsDeterminationsWhenWorkerHasRefused	Has	4	6
SituationsDeterminationsWhenWorkerHasRefused	Refused	5	6
GroundsDangerHarmExists	Grounds	0	4
GroundsDangerHarmExists	Danger	1	4
GroundsDangerHarmExists	Harm	2	4
GroundsDangerHarmExists	Exists	3	4
PotentialHarmExists	Potential	0	3
PotentialHarmExists	Harm	1	3
PotentialHarmExists	Exists	2	3
MakeDeterminationsWhenWorkerHasRefused	Make	0	6
MakeDeterminationsWhenWorkerHasRefused	Determinations	1	6
MakeDeterminationsWhenWorkerHasRefused	When	2	6
MakeDeterminationsWhenWorkerHasRefused	Worker	3	6
MakeDeterminationsWhenWorkerHasRefused	Has	4	6
MakeDeterminationsWhenWorkerHasRefused	Refused	5	6
WorkplaceApplication	Workplace	0	2
WorkplaceApplication	Application	1	2
SafetyPrinciples	Safety	0	2
SafetyPrinciples	Principles	1	2
AvailabilityUse	Availability	0	2
AvailabilityUse	Use	1	2
MonitorUse	Monitor	0	2
MonitorUse	Use	1	2
AnalyzeSamples	Analyze	0	2
AnalyzeSamples	Samples	1	2
WorkerStudies	Worker	0	2
WorkerStudies	Studies	1	2
HealthIssuesHealthLegislation	Health	0	4
HealthIssuesHealthLegislation	Issues	1	4
HealthIssuesHealthLegislation	Health	2	4
HealthIssuesHealthLegislation	Legislation	3	4
PreventDisease	Prevent	0	2
PreventDisease	Disease	1	2
HelpPeopleUnderstandHealthProtectionProceduresRegulations	Help	0	7
HelpPeopleUnderstandHealthProtectionProceduresRegulations	People	1	7
HelpPeopleUnderstandHealthProtectionProceduresRegulations	Understand	2	7
HelpPeopleUnderstandHealthProtectionProceduresRegulations	Health	3	7
HelpPeopleUnderstandHealthProtectionProceduresRegulations	Protection	4	7
HelpPeopleUnderstandHealthProtectionProceduresRegulations	Procedures	5	7
HelpPeopleUnderstandHealthProtectionProceduresRegulations	Regulations	6	7
EnforceHealthLegislation	Enforce	0	3
EnforceHealthLegislation	Health	1	3
EnforceHealthLegislation	Legislation	2	3
GreenPractices	Green	0	2
GreenPractices	Practices	1	2
DirectRescueOperations	Direct	0	3
DirectRescueOperations	Rescue	1	3
DirectRescueOperations	Operations	2	3
FireExplosion	Fire	0	2
FireExplosion	Explosion	1	2
FirefightingOperations	Firefighting	0	2
FirefightingOperations	Operations	1	2
NewlyInstalledHvacSystems	Newly	0	4
NewlyInstalledHvacSystems	Installed	1	4
NewlyInstalledHvacSystems	Hvac	2	4
NewlyInstalledHvacSystems	Systems	3	4
DetermineWhetherIndoorAirQualityStandardsAreMet	Determine	0	8
DetermineWhetherIndoorAirQualityStandardsAreMet	Whether	1	8
DetermineWhetherIndoorAirQualityStandardsAreMet	Indoor	2	8
DetermineWhetherIndoorAirQualityStandardsAreMet	Air	3	8
DetermineWhetherIndoorAirQualityStandardsAreMet	Quality	4	8
DetermineWhetherIndoorAirQualityStandardsAreMet	Standards	5	8
DetermineWhetherIndoorAirQualityStandardsAreMet	Are	6	8
DetermineWhetherIndoorAirQualityStandardsAreMet	Met	7	8
HealthSanitationRegulations	Health	0	3
HealthSanitationRegulations	Sanitation	1	3
HealthSanitationRegulations	Regulations	2	3
GreenBuildingSites	Green	0	3
GreenBuildingSites	Building	1	3
GreenBuildingSites	Sites	2	3
AccurateRecordsReports	Accurate	0	3
AccurateRecordsReports	Records	1	3
AccurateRecordsReports	Reports	2	3
PatientsHistoriesProgress	Patients	0	3
PatientsHistoriesProgress	Histories	1	3
PatientsHistoriesProgress	Progress	2	3
IndividualsDegree	Individuals	0	2
IndividualsDegree	Degree	1	2
TreatmentCarePlans	Treatment	0	3
TreatmentCarePlans	Care	1	3
TreatmentCarePlans	Plans	2	3
ClientTreatmentPlansBased	Client	0	4
ClientTreatmentPlansBased	Treatment	1	4
ClientTreatmentPlansBased	Plans	2	4
ClientTreatmentPlansBased	Based	3	4
ClientStatus	Client	0	2
ClientStatus	Status	1	2
CounselingEfforts	Counseling	0	2
CounselingEfforts	Efforts	1	2
AftercarePrograms	Aftercare	0	2
AftercarePrograms	Programs	1	2
BeDischarged	Be	0	2
BeDischarged	Discharged	1	2
SpecificProgram	Specific	0	2
SpecificProgram	Program	1	2
AddictionIssuesAvailableServicesPrograms	Addiction	0	5
AddictionIssuesAvailableServicesPrograms	Issues	1	5
AddictionIssuesAvailableServicesPrograms	Available	2	5
AddictionIssuesAvailableServicesPrograms	Services	3	5
AddictionIssuesAvailableServicesPrograms	Programs	4	5
AvailableServicesPrograms	Available	0	3
AvailableServicesPrograms	Services	1	3
AvailableServicesPrograms	Programs	2	3
StudentInternsStaffMembers	Student	0	4
StudentInternsStaffMembers	Interns	1	4
StudentInternsStaffMembers	Staff	2	4
StudentInternsStaffMembers	Members	3	4
NewStaffMembers	New	0	3
NewStaffMembers	Staff	1	3
NewStaffMembers	Members	2	3
FamilyMembersClose	Family	0	3
FamilyMembersClose	Members	1	3
FamilyMembersClose	Close	2	3
TreatmentPlanning	Treatment	0	2
TreatmentPlanning	Planning	1	2
OthersClose	Others	0	2
OthersClose	Close	1	2
EducationalIssues	Educational	0	2
EducationalIssues	Issues	1	2
ProgramSelection	Program	0	2
ProgramSelection	Selection	1	2
CrisisIntervention	Crisis	0	2
CrisisIntervention	Intervention	1	2
StudentsWhenDifficultSituationsOccur	Students	0	5
StudentsWhenDifficultSituationsOccur	When	1	5
StudentsWhenDifficultSituationsOccur	Difficult	2	5
StudentsWhenDifficultSituationsOccur	Situations	3	5
StudentsWhenDifficultSituationsOccur	Occur	4	5
EnsureStudentsMeetGraduationEntranceRequirements	Ensure	0	6
EnsureStudentsMeetGraduationEntranceRequirements	Students	1	6
EnsureStudentsMeetGraduationEntranceRequirements	Meet	2	6
EnsureStudentsMeetGraduationEntranceRequirements	Graduation	3	6
EnsureStudentsMeetGraduationEntranceRequirements	Entrance	4	6
EnsureStudentsMeetGraduationEntranceRequirements	Requirements	5	6
CollegeEntranceRequirements	College	0	3
CollegeEntranceRequirements	Entrance	1	3
CollegeEntranceRequirements	Requirements	2	3
OutsideCounselingServices	Outside	0	3
OutsideCounselingServices	Counseling	1	3
OutsideCounselingServices	Services	2	3
DegreeProgramsBased	Degree	0	3
DegreeProgramsBased	Programs	1	3
DegreeProgramsBased	Based	2	3
EducationalAssessments	Educational	0	2
EducationalAssessments	Assessments	1	2
StudentsAbilities	Students	0	2
StudentsAbilities	Abilities	1	2
TopicsSuchAsCollegeDegreeProgramsRequirements	Topics	0	7
TopicsSuchAsCollegeDegreeProgramsRequirements	Such	1	7
TopicsSuchAsCollegeDegreeProgramsRequirements	As	2	7
TopicsSuchAsCollegeDegreeProgramsRequirements	College	3	7
TopicsSuchAsCollegeDegreeProgramsRequirements	Degree	4	7
TopicsSuchAsCollegeDegreeProgramsRequirements	Programs	5	7
TopicsSuchAsCollegeDegreeProgramsRequirements	Requirements	6	7
AdmissionRequirements	Admission	0	2
AdmissionRequirements	Requirements	1	2
CareerDevelopmentTechniques	Career	0	3
CareerDevelopmentTechniques	Development	1	3
CareerDevelopmentTechniques	Techniques	2	3
AdditionalVocationalTraining	Additional	0	3
AdditionalVocationalTraining	Vocational	1	3
AdditionalVocationalTraining	Training	2	3
ExplainAvailableCounselingServices	Explain	0	4
ExplainAvailableCounselingServices	Available	1	4
ExplainAvailableCounselingServices	Counseling	2	4
ExplainAvailableCounselingServices	Services	3	4
TeachersMembersInvolved	Teachers	0	3
TeachersMembersInvolved	Members	1	3
TeachersMembersInvolved	Involved	2	3
StaffMembersInvolved	Staff	0	3
StaffMembersInvolved	Members	1	3
StaffMembersInvolved	Involved	2	3
DomesticAbuseFamilyProblemsEncourageStudentsParents	Domestic	0	7
DomesticAbuseFamilyProblemsEncourageStudentsParents	Abuse	1	7
DomesticAbuseFamilyProblemsEncourageStudentsParents	Family	2	7
DomesticAbuseFamilyProblemsEncourageStudentsParents	Problems	3	7
DomesticAbuseFamilyProblemsEncourageStudentsParents	Encourage	4	7
DomesticAbuseFamilyProblemsEncourageStudentsParents	Students	5	7
DomesticAbuseFamilyProblemsEncourageStudentsParents	Parents	6	7
OtherFamilyProblemsEncourageStudentsParents	Other	0	6
OtherFamilyProblemsEncourageStudentsParents	Family	1	6
OtherFamilyProblemsEncourageStudentsParents	Problems	2	6
OtherFamilyProblemsEncourageStudentsParents	Encourage	3	6
OtherFamilyProblemsEncourageStudentsParents	Students	4	6
OtherFamilyProblemsEncourageStudentsParents	Parents	5	6
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Special	0	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Services	1	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Such	2	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	As	3	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Alcohol	4	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Prevention	5	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Programs	6	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Teach	7	9
SpecialServicesSuchAsAlcoholPreventionProgramsTeachStudents	Students	8	9
DrugPreventionProgramsTeachStudents	Drug	0	5
DrugPreventionProgramsTeachStudents	Prevention	1	5
DrugPreventionProgramsTeachStudents	Programs	2	5
DrugPreventionProgramsTeachStudents	Teach	3	5
DrugPreventionProgramsTeachStudents	Students	4	5
EmploymentHistory	Employment	0	2
EmploymentHistory	History	1	2
AssistCounselees	Assist	0	2
AssistCounselees	Counselees	1	2
DeterminingOutVocationalEducationalObjectives	Determining	0	5
DeterminingOutVocationalEducationalObjectives	Out	1	5
DeterminingOutVocationalEducationalObjectives	Vocational	2	5
DeterminingOutVocationalEducationalObjectives	Educational	3	5
DeterminingOutVocationalEducationalObjectives	Objectives	4	5
CarryingOutVocationalEducationalObjectives	Carrying	0	5
CarryingOutVocationalEducationalObjectives	Out	1	5
CarryingOutVocationalEducationalObjectives	Vocational	2	5
CarryingOutVocationalEducationalObjectives	Educational	3	5
CarryingOutVocationalEducationalObjectives	Objectives	4	5
CreateInternshipOpportunities	Create	0	3
CreateInternshipOpportunities	Internship	1	3
CreateInternshipOpportunities	Opportunities	2	3
EmploymentOpportunities	Employment	0	2
EmploymentOpportunities	Opportunities	1	2
EmployersServices	Employers	0	2
EmployersServices	Services	1	2
EmploymentServices	Employment	0	2
EmploymentServices	Services	1	2
DevelopSkillsStrategies	Develop	0	3
DevelopSkillsStrategies	Skills	1	3
DevelopSkillsStrategies	Strategies	2	3
UseSkillsStrategies	Use	0	3
UseSkillsStrategies	Skills	1	3
UseSkillsStrategies	Strategies	2	3
IndividualizedTreatmentPlansAddressingFamilyRelationshipProblems	Individualized	0	7
IndividualizedTreatmentPlansAddressingFamilyRelationshipProblems	Treatment	1	7
IndividualizedTreatmentPlansAddressingFamilyRelationshipProblems	Plans	2	7
IndividualizedTreatmentPlansAddressingFamilyRelationshipProblems	Addressing	3	7
IndividualizedTreatmentPlansAddressingFamilyRelationshipProblems	Family	4	7
IndividualizedTreatmentPlansAddressingFamilyRelationshipProblems	Relationship	5	7
IndividualizedTreatmentPlansAddressingFamilyRelationshipProblems	Problems	6	7
WhetherClientsShouldBeCounseled	Whether	0	5
WhetherClientsShouldBeCounseled	Clients	1	5
WhetherClientsShouldBeCounseled	Should	2	5
WhetherClientsShouldBeCounseled	Be	3	5
WhetherClientsShouldBeCounseled	Counseled	4	5
SuchFieldsAsMedicine	Such	0	4
SuchFieldsAsMedicine	Fields	1	4
SuchFieldsAsMedicine	As	2	4
SuchFieldsAsMedicine	Medicine	3	4
LegalAid	Legal	0	2
LegalAid	Aid	1	2
PublicEducation	Public	0	2
PublicEducation	Education	1	2
OtherProfessionalsRegardingCounselingServices	Other	0	5
OtherProfessionalsRegardingCounselingServices	Professionals	1	5
OtherProfessionalsRegardingCounselingServices	Regarding	2	5
OtherProfessionalsRegardingCounselingServices	Counseling	3	5
OtherProfessionalsRegardingCounselingServices	Services	4	5
GroupsRegardingCounselingServices	Groups	0	4
GroupsRegardingCounselingServices	Regarding	1	4
GroupsRegardingCounselingServices	Counseling	2	4
GroupsRegardingCounselingServices	Services	3	4
CourtsDecidingDivorceCustodyCases	Courts	0	5
CourtsDecidingDivorceCustodyCases	Deciding	1	5
CourtsDecidingDivorceCustodyCases	Divorce	2	5
CourtsDecidingDivorceCustodyCases	Custody	3	5
CourtsDecidingDivorceCustodyCases	Cases	4	5
ProgressNotes	Progress	0	2
ProgressNotes	Notes	1	2
SocialResearch	Social	0	2
SocialResearch	Research	1	2
IndividualSessions	Individual	0	2
IndividualSessions	Sessions	1	2
HelpThemOvercomeDependencies	Help	0	4
HelpThemOvercomeDependencies	Them	1	4
HelpThemOvercomeDependencies	Overcome	2	4
HelpThemOvercomeDependencies	Dependencies	3	4
SupportingClientPatient	Supporting	0	3
SupportingClientPatient	Client	1	3
SupportingClientPatient	Patient	2	3
SubstanceAbuse	Substance	0	2
SubstanceAbuse	Abuse	1	2
AidFamilyMembers	Aid	0	3
AidFamilyMembers	Family	1	3
AidFamilyMembers	Members	2	3
SocialWorkKnowledge	Social	0	3
SocialWorkKnowledge	Work	1	3
SocialWorkKnowledge	Knowledge	2	3
MentalPhysicalIllness	Mental	0	3
MentalPhysicalIllness	Physical	1	3
MentalPhysicalIllness	Illness	2	3
PreventSubstanceAbuse	Prevent	0	3
PreventSubstanceAbuse	Substance	1	3
PreventSubstanceAbuse	Abuse	2	3
ImproveHealthCounselingServices	Improve	0	4
ImproveHealthCounselingServices	Health	1	4
ImproveHealthCounselingServices	Counseling	2	4
ImproveHealthCounselingServices	Services	3	4
DevelopGoals	Develop	0	2
DevelopGoals	Goals	1	2
MeetingNeeds	Meeting	0	2
MeetingNeeds	Needs	1	2
CaseFolder	Case	0	2
CaseFolder	Folder	1	2
AssignedInmateOffender	Assigned	0	3
AssignedInmateOffender	Inmate	1	3
AssignedInmateOffender	Offender	2	3
OffendersBackgrounds	Offenders	0	2
OffendersBackgrounds	Backgrounds	1	2
ProbationersRegularly	Probationers	0	2
ProbationersRegularly	Regularly	1	2
EvaluateProgress	Evaluate	0	2
EvaluateProgress	Progress	1	2
AccomplishingGoalsTermsSpecified	Accomplishing	0	4
AccomplishingGoalsTermsSpecified	Goals	1	4
AccomplishingGoalsTermsSpecified	Terms	2	4
AccomplishingGoalsTermsSpecified	Specified	3	4
MaintainingTermsSpecified	Maintaining	0	3
MaintainingTermsSpecified	Terms	1	3
MaintainingTermsSpecified	Specified	2	3
ParoleesRegularly	Parolees	0	2
ParoleesRegularly	Regularly	1	2
AngerManagementProblemsMightHavePlayedRoles	Anger	0	7
AngerManagementProblemsMightHavePlayedRoles	Management	1	7
AngerManagementProblemsMightHavePlayedRoles	Problems	2	7
AngerManagementProblemsMightHavePlayedRoles	Might	3	7
AngerManagementProblemsMightHavePlayedRoles	Have	4	7
AngerManagementProblemsMightHavePlayedRoles	Played	5	7
AngerManagementProblemsMightHavePlayedRoles	Roles	6	7
RemedialActionCourtAction	Remedial	0	4
RemedialActionCourtAction	Action	1	4
RemedialActionCourtAction	Court	2	4
RemedialActionCourtAction	Action	3	4
InitiateCourtAction	Initiate	0	3
InitiateCourtAction	Court	1	3
InitiateCourtAction	Action	2	3
SubstanceAbuseTreatmentServicesAccording	Substance	0	5
SubstanceAbuseTreatmentServicesAccording	Abuse	1	5
SubstanceAbuseTreatmentServicesAccording	Treatment	2	5
SubstanceAbuseTreatmentServicesAccording	Services	3	5
SubstanceAbuseTreatmentServicesAccording	According	4	5
OtherParoleOfficers	Other	0	3
OtherParoleOfficers	Parole	1	3
OtherParoleOfficers	Officers	2	3
AftercareAgencies	Aftercare	0	2
AftercareAgencies	Agencies	1	2
HelpingOffenders	Helping	0	2
HelpingOffenders	Offenders	1	2
LifeAdjustments	Life	0	2
LifeAdjustments	Adjustments	1	2
ConditionalRelease	Conditional	0	2
ConditionalRelease	Release	1	2
EducationalEmploymentStipulations	Educational	0	3
EducationalEmploymentStipulations	Employment	1	3
EducationalEmploymentStipulations	Stipulations	2	3
PrehearingInvestigationsTestify	Prehearing	0	3
PrehearingInvestigationsTestify	Investigations	1	3
PrehearingInvestigationsTestify	Testify	2	3
CourtRegardingOffendersBackgroundsSentencesSentencingConditions	Court	0	7
CourtRegardingOffendersBackgroundsSentencesSentencingConditions	Regarding	1	7
CourtRegardingOffendersBackgroundsSentencesSentencingConditions	Offenders	2	7
CourtRegardingOffendersBackgroundsSentencesSentencingConditions	Backgrounds	3	7
CourtRegardingOffendersBackgroundsSentencesSentencingConditions	Sentences	4	7
CourtRegardingOffendersBackgroundsSentencesSentencingConditions	Sentencing	5	7
CourtRegardingOffendersBackgroundsSentencesSentencingConditions	Conditions	6	7
RecommendedSentencesSentencingConditions	Recommended	0	4
RecommendedSentencesSentencingConditions	Sentences	1	4
RecommendedSentencesSentencingConditions	Sentencing	2	4
RecommendedSentencesSentencingConditions	Conditions	3	4
PresentencingInvestigationsTestify	Presentencing	0	3
PresentencingInvestigationsTestify	Investigations	1	3
PresentencingInvestigationsTestify	Testify	2	3
MattersConcerningDetainers	Matters	0	3
MattersConcerningDetainers	Concerning	1	3
MattersConcerningDetainers	Detainers	2	3
SocialAssistance	Social	0	2
SocialAssistance	Assistance	1	2
PacketsContainingInformation	Packets	0	3
PacketsContainingInformation	Containing	1	3
PacketsContainingInformation	Information	2	3
SocialServiceAgencies	Social	0	3
SocialServiceAgencies	Service	1	3
SocialServiceAgencies	Agencies	2	3
RehabilitationPrograms	Rehabilitation	0	2
RehabilitationPrograms	Programs	1	2
ParoleBoards	Parole	0	2
ParoleBoards	Boards	1	2
WorkPlacements	Work	0	2
WorkPlacements	Placements	1	2
CommunityServiceSentences	Community	0	3
CommunityServiceSentences	Service	1	3
CommunityServiceSentences	Sentences	2	3
PhysicalNeeds	Physical	0	2
PhysicalNeeds	Needs	1	2
BehavioralManagementCarePlans	Behavioral	0	4
BehavioralManagementCarePlans	Management	1	4
BehavioralManagementCarePlans	Care	2	4
BehavioralManagementCarePlans	Plans	3	4
OwnerConcerningVisits	Owner	0	3
OwnerConcerningVisits	Concerning	1	3
OwnerConcerningVisits	Visits	2	3
ManagementConcerningVisits	Management	0	3
ManagementConcerningVisits	Concerning	1	3
ManagementConcerningVisits	Visits	2	3
ReviewReports	Review	0	2
ReviewReports	Reports	1	2
DrugHistory	Drug	0	2
DrugHistory	History	1	2
InformationIndividuals	Information	0	2
InformationIndividuals	Individuals	1	2
PublicAgenciesCommunityServices	Public	0	4
PublicAgenciesCommunityServices	Agencies	1	4
PublicAgenciesCommunityServices	Community	2	4
PublicAgenciesCommunityServices	Services	3	4
PrivateAgenciesCommunityServices	Private	0	4
PrivateAgenciesCommunityServices	Agencies	1	4
PrivateAgenciesCommunityServices	Community	2	4
PrivateAgenciesCommunityServices	Services	3	4
ReferIndividuals	Refer	0	2
ReferIndividuals	Individuals	1	2
TenantUse	Tenant	0	2
TenantUse	Use	1	2
RulesEstablished	Rules	0	2
RulesEstablished	Established	1	2
NutritionalFoodChoices	Nutritional	0	3
NutritionalFoodChoices	Food	1	3
NutritionalFoodChoices	Choices	2	3
MealPreparationSuggestAlternateMethods	Meal	0	5
MealPreparationSuggestAlternateMethods	Preparation	1	5
MealPreparationSuggestAlternateMethods	Suggest	2	5
MealPreparationSuggestAlternateMethods	Alternate	3	5
MealPreparationSuggestAlternateMethods	Methods	4	5
HomeVisits	Home	0	2
HomeVisits	Visits	1	2
ImproveOverallHealth	Improve	0	3
ImproveOverallHealth	Overall	1	3
ImproveOverallHealth	Health	2	3
